"CÓDIGO";"PRODUCTO";"CATEGORÍA";"Unidad de medida";"Cantidad x pres.";"Peso X presentación";"MINORISTA                   Precio x presentación";"MINORISTA         Precio Unitario";"MAYORISTA                   Precio x presentación";"MAYORISTA         Precio Unitario3";"DISTRIBUIDOR                   Precio x presentación";"DISTRIBUIDOR         Precio Unitario3";;
"SMBAX43";"Bomba activada Abre caminos";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
"SMBAX44";"Bomba activada Palo santo";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
"SMBAX45";"Bomba activada Destrabe";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
"SMBAX46";"Bomba activada Limpieza energetica";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
"SMBAX47";"Bomba activada Defumacion completa";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
"SMBAX48";"Bomba activada 7 Hierbas copal";"S A G R A D A   M A D R E ";"BOLSA";4;0,08;" $474,19 ";" $118,55 ";" $395,16 ";" $98,79 ";" $316,13 ";" $79,03 ";;
"SMBAX81";"Bomba activada 7 Elementos puros.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBAX82";"Bomba activada Yagra y Canela.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBAX83";"Bomba activada Incienso y Mirra.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBAX84";"Bomba activada Palo santo.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBAX85";"Bomba activada Benjui y almizcle.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBAX86";"Bomba activada Limpieza energetica.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBAX87";"Bomba activada Estoraque y Alcanfor.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBAX88";"Bomba activada 7 Hierbas copal.";"S A G R A D A   M A D R E ";"UNIDAD";8;0,16;" $1.141,85 ";" $142,73 ";" $951,54 ";" $118,94 ";" $761,23 ";" $95,15 ";;
"SMBA7C";"Bomba activada 7 chakras";"S A G R A D A   M A D R E ";"UNIDAD";7;0,14;" $1.080,68 ";" $154,38 ";" $900,57 ";" $128,65 ";" $720,45 ";" $102,92 ";;
"SMBAH1";"Bomba Herbal Armonia";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBAH2";"Bomba Herbal Renacer";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBAH3";"Bomba Herbal Destrabar";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBAH4";"Bomba Herbal Fortuna";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBAH5";"Bomba Herbal Amor";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBAH6";"Bomba Herbal Purificar";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBAH7";"Bomba Herbal Limpiar";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBAH8";"Bomba Herbal 7 Poderes";"S A G R A D A   M A D R E ";"UNIDAD";4;0,08;" $672,88 ";" $168,22 ";" $560,73 ";" $140,18 ";" $448,58 ";" $112,15 ";;
"SMBHX3G1";"Bomba Herbal XL x3gr Limpieza energetica";"S A G R A D A   M A D R E ";"UNIDAD";3;0,06;" $1.488,51 ";" $496,17 ";" $1.240,43 ";" $413,48 ";" $992,34 ";" $330,78 ";;
"SMBHX3G2";"Bomba Herbal XL x3gr Purificacion energetica";"S A G R A D A   M A D R E ";"UNIDAD";3;0,06;" $1.488,51 ";" $496,17 ";" $1.240,43 ";" $413,48 ";" $992,34 ";" $330,78 ";;
"SMPA1";"Perlas aromaticas Vainilla";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA2";"Perlas aromaticas Frutilla";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA3";"Perlas aromaticas Jazmin";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA4";"Perlas aromaticas Lavanda";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA5";"Perlas aromaticas Rosa";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA6";"Perlas aromaticas Flores";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA7";"Perlas aromaticas Coco";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA8";"Perlas aromaticas Primavera";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA9";"Perlas aromaticas Limon";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA10";"Perlas aromaticas Hindu";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA11";"Perlas aromaticas Reina de la noche";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA12";"Perlas aromaticas Sandalo";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMPA13";"Perlas aromaticas Surtidas - 1 de cada aroma";"S A G R A D A   M A D R E ";"UNIDAD";12;0,24;" $23.743,66 ";" $1.978,64 ";" $19.786,38 ";" $1.648,87 ";" $15.829,11 ";" $1.319,09 ";;
"SMSC1";"Sahumo chico Limpieza energetica";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $1.211,96 ";" $1.211,96 ";" $1.009,97 ";" $1.009,97 ";" $807,97 ";" $807,97 ";;
"SMSD1";"Sahumerio duo 7 Poderes-Renacer";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.837,39 ";" $306,23 ";" $1.531,16 ";" $255,19 ";" $1.224,93 ";" $204,15 ";;
"SMSD2";"Sahumerio duo Fortuna-Purificacion";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.837,39 ";" $306,23 ";" $1.531,16 ";" $255,19 ";" $1.224,93 ";" $204,15 ";;
"SMSD3";"Sahumerio duo Limpieza-Armonia";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.837,39 ";" $306,23 ";" $1.531,16 ";" $255,19 ";" $1.224,93 ";" $204,15 ";;
"SMSD4";"Sahumerio duo Sanar-Destrabar";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.837,39 ";" $306,23 ";" $1.531,16 ";" $255,19 ";" $1.224,93 ";" $204,15 ";;
"SMEL1";"Sahumerio Energia limpia Revitalizar";"S A G R A D A   M A D R E ";"UNIDAD";4;0,04;" $1.549,65 ";" $387,41 ";" $1.291,38 ";" $322,84 ";" $1.033,10 ";" $258,28 ";;
"SMEL2";"Sahumerio Energia limpia Armonizar";"S A G R A D A   M A D R E ";"UNIDAD";4;0,04;" $1.549,65 ";" $387,41 ";" $1.291,38 ";" $322,84 ";" $1.033,10 ";" $258,28 ";;
"SMEL3";"Sahumerio Energia limpia Renacer";"S A G R A D A   M A D R E ";"UNIDAD";4;0,04;" $1.549,65 ";" $387,41 ";" $1.291,38 ";" $322,84 ";" $1.033,10 ";" $258,28 ";;
"SMEL4";"Sahumerio Energia limpia Sanar";"S A G R A D A   M A D R E ";"UNIDAD";4;0,04;" $1.549,65 ";" $387,41 ";" $1.291,38 ";" $322,84 ";" $1.033,10 ";" $258,28 ";;
"SMOL111";"Oleum Equilibrio x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $8.733,78 ";" $8.733,78 ";" $7.278,15 ";" $7.278,15 ";" $5.822,52 ";" $5.822,52 ";;
"SMOL12";"Oleum Revitalizante x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $8.733,78 ";" $8.733,78 ";" $7.278,15 ";" $7.278,15 ";" $5.822,52 ";" $5.822,52 ";;
"SMOL123";"Oleum Purificacion x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $11.170,82 ";" $11.170,82 ";" $9.309,02 ";" $9.309,02 ";" $7.447,22 ";" $7.447,22 ";;
"SMOL13";"Oleum Relajante x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $8.733,78 ";" $8.733,78 ";" $7.278,15 ";" $7.278,15 ";" $5.822,52 ";" $5.822,52 ";;
"SMOL13A";"Oleum Concentracion x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $11.170,82 ";" $11.170,82 ";" $9.309,02 ";" $9.309,02 ";" $7.447,22 ";" $7.447,22 ";;
"SMOL21";"Oleum Calma x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $8.733,78 ";" $8.733,78 ";" $7.278,15 ";" $7.278,15 ";" $5.822,52 ";" $5.822,52 ";;
"SMOL2111";"Oleum Armonia x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $11.170,82 ";" $11.170,82 ";" $9.309,02 ";" $9.309,02 ";" $7.447,22 ";" $7.447,22 ";;
"SMOL22";"Oleum Afrodisiaco x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $8.733,78 ";" $8.733,78 ";" $7.278,15 ";" $7.278,15 ";" $5.822,52 ";" $5.822,52 ";;
"SMOL221";"Oleum Limpieza energetica x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $11.170,82 ";" $11.170,82 ";" $9.309,02 ";" $9.309,02 ";" $7.447,22 ";" $7.447,22 ";;
"SMOL22A";"Oleum Energia renovada x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $8.733,78 ";" $8.733,78 ";" $7.278,15 ";" $7.278,15 ";" $5.822,52 ";" $5.822,52 ";;
"SMOL311";"Oleum Amor x 10 ml";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $11.170,82 ";" $11.170,82 ";" $9.309,02 ";" $9.309,02 ";" $7.447,22 ";" $7.447,22 ";;
"SMSEP1";"Sahumerio en polvo Jazmin 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP2";"Sahumerio en polvo Vainilla 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP3";"Sahumerio en polvo Lavanda 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP4";"Sahumerio en polvo Sandalo 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP5";"Sahumerio en polvo 7 Poderes 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP6";"Sahumerio en polvo Limpieza energetica 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP7";"Sahumerio en polvo Yagra 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP8";"Sahumerio en polvo Alcanfor 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP9";"Sahumerio en polvo Benjui 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP10";"Sahumerio en polvo Rosa 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP11";"Sahumerio en polvo Citronella 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSEP12";"Sahumerio en polvo Palo santo 60gr";"S A G R A D A   M A D R E ";"UNIDAD";1;0,01;" $1.791,81 ";" $1.791,81 ";" $1.493,18 ";" $1.493,18 ";" $1.194,54 ";" $1.194,54 ";;
"SMSB1";"Sahumerio botanico- Gardenias-calendula";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMSB2";"Sahumerio botanico- Jazmin-Rosas";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMSB3";"Sahumerio botanico- Lavanda-Rosas";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMSB4";"Sahumerio botanico- Te verde-Flor de champa";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMSB5";"Sahumerio botanico- Magnolia";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMSB6";"Sahumerio botanico- Fresias";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMSB7";"Sahumerio botanico- Nardo incienso";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMSB8";"Sahumerio botanico- Clavo de olor";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.756,03 ";" $292,67 ";" $1.463,36 ";" $243,89 ";" $1.170,69 ";" $195,11 ";;
"SMS5E1";"Sahumerio 5 Elementos - Alegria";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.468,10 ";" $244,68 ";" $1.223,42 ";" $203,90 ";" $978,73 ";" $163,12 ";;
"SMS5E2";"Sahumerio 5 Elementos - Armonia";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.468,10 ";" $244,68 ";" $1.223,42 ";" $203,90 ";" $978,73 ";" $163,12 ";;
"SMS5E3";"Sahumerio 5 Elementos - Claridad";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.468,10 ";" $244,68 ";" $1.223,42 ";" $203,90 ";" $978,73 ";" $163,12 ";;
"SMS5E4";"Sahumerio 5 Elementos - Fuego";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.468,10 ";" $244,68 ";" $1.223,42 ";" $203,90 ";" $978,73 ";" $163,12 ";;
"SMS5E5";"Sahumerio 5 Elementos - Renacer";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $1.468,10 ";" $244,68 ";" $1.223,42 ";" $203,90 ";" $978,73 ";" $163,12 ";;
"SMSMBM";"Sahumerio Maha Blend Masala";"S A G R A D A   M A D R E ";"UNIDAD";8;0,08;" $3.132,25 ";" $391,53 ";" $2.610,21 ";" $326,28 ";" $2.088,17 ";" $261,02 ";;
"SMSY1";"Sahumerio Yagra - Violetas  lavanda";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.069,54 ";" $344,92 ";" $1.724,62 ";" $287,44 ";" $1.379,70 ";" $229,95 ";;
"SMSY2";"Sahumerio Yagra - Rosas y vainilla";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.069,54 ";" $344,92 ";" $1.724,62 ";" $287,44 ";" $1.379,70 ";" $229,95 ";;
"SMSY3";"Sahumerio Yagra - Orquideas y laurel";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.069,54 ";" $344,92 ";" $1.724,62 ";" $287,44 ";" $1.379,70 ";" $229,95 ";;
"SMSY4";"Sahumerio Yagra - Manzanilla y olibano";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.069,54 ";" $344,92 ";" $1.724,62 ";" $287,44 ";" $1.379,70 ";" $229,95 ";;
"SMPSOM";"Porta sahumerio OM ";"S A G R A D A   M A D R E ";"UNIDAD";1;0,03;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"SMPSWOOD";"Porta sahumerio WOOD";"S A G R A D A   M A D R E ";"UNIDAD";1;0,03;" $3.938,26 ";" $3.938,26 ";" $3.281,89 ";" $3.281,89 ";" $2.625,51 ";" $2.625,51 ";;
"SMSSC";"Sahumador Sagrado Color";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";" $-   ";;
"SMSCE";"Sahumador chico cemento";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $1.873,26 ";" $1.873,26 ";" $1.561,05 ";" $1.561,05 ";" $1.248,84 ";" $1.248,84 ";;
"SMSAX301";"Sahumerio Artesano - Palo santo";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX302";"Sahumerio Artesano - Palo santo / vainilla";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX303";"Sahumerio Artesano - Palo santo / rosa";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX304";"Sahumerio Artesano - Palo santo / lavanda";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX305";"Sahumerio Artesano - Palo santo / champa";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX306";"Sahumerio Artesano - Palo santo / jazmin";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX307";"Sahumerio Artesano - Palo santo / Jengibre";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX308";"Sahumerio Artesano - Copal";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX309";"Sahumerio Artesano - Lavanda";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX310";"Sahumerio Artesano - Flor arbol paraiso";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX311";"Sahumerio Artesano - Sangre de dragon";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX312";"Sahumerio Artesano - Ruda, romero incienso";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX313";"Sahumerio Artesano - Reina de la noche lavanda";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX314";"Sahumerio Artesano - Gardenias calendula";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX315";"Sahumerio Artesano - Incienso";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX316";"Sahumerio Artesano - Jazmin y rosas";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX317";"Sahumerio Artesano - Yagra";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX318";"Sahumerio Artesano - Te verde- Flor de champa";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX319";"Sahumerio Artesano - Citronella, Naranja palo santo";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX320";"Sahumerio Artesano - Sándalo";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX321";"Sahumerio Artesano - Lemon Grass olibano";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMSAX322";"Sahumerio Artesano - Rosa";"S A G R A D A   M A D R E ";"UNIDAD";30;0,15;" $5.687,71 ";" $189,59 ";" $4.739,76 ";" $157,99 ";" $3.791,81 ";" $126,39 ";;
"SMPSSTICK";"Palo Santo Stick Blend";"S A G R A D A   M A D R E ";"UNIDAD";1;0,10;" $1.599,20 ";" $1.599,20 ";" $1.332,67 ";" $1.332,67 ";" $1.066,13 ";" $1.066,13 ";;
"SMSPAV";"Sahumerio Patagonia - Algarroba y Vainilla";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.063,78 ";" $343,96 ";" $1.719,82 ";" $286,64 ";" $1.375,85 ";" $229,31 ";;
"SMSPH";"Sahumerio Patagonia - Hibiscus";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.063,78 ";" $343,96 ";" $1.719,82 ";" $286,64 ";" $1.375,85 ";" $229,31 ";;
"SMSPHMM";"Sahumerio Patagonia - Hierba Mate y menta";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.063,78 ";" $343,96 ";" $1.719,82 ";" $286,64 ";" $1.375,85 ";" $229,31 ";;
"SMSPLS";"Sahumerio Patagonia - Lavanda silvestre";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.063,78 ";" $343,96 ";" $1.719,82 ";" $286,64 ";" $1.375,85 ";" $229,31 ";;
"SMSPL";"Sahumerio Patagonia - Limon";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.063,78 ";" $343,96 ";" $1.719,82 ";" $286,64 ";" $1.375,85 ";" $229,31 ";;
"SMSPRS";"Sahumerio Patagonia - Rosa mosqueta";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.063,78 ";" $343,96 ";" $1.719,82 ";" $286,64 ";" $1.375,85 ";" $229,31 ";;
"SMSPN";"Sahumerio Patagonia - Neroli";"S A G R A D A   M A D R E ";"UNIDAD";6;0,06;" $2.063,78 ";" $343,96 ";" $1.719,82 ";" $286,64 ";" $1.375,85 ";" $229,31 ";;
